Date : 2025-10-13 09:37:59
Directory : /home/kun/projects/SharePix
Total : 352 files,  3136 codes, 1919 comments, 975 blanks, all 6030 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
+--------------+------------+------------+------------+------------+------------+
| Markdown     |         64 |      5,816 |          8 |      1,344 |      7,168 |
| Shell Script |         10 |          0 |          0 |          0 |          0 |
| Python       |          2 |          0 |          0 |          0 |          0 |
| MS SQL       |          8 |          0 |          0 |          0 |          0 |
| HTML         |          2 |          0 |          0 |          0 |          0 |
| PostCSS      |          1 |        -21 |          0 |         -6 |        -27 |
| XML          |          3 |        -53 |          0 |         -1 |        -54 |
| JSON         |         24 |       -252 |          0 |          0 |       -252 |
| CMake        |         11 |       -326 |          0 |        -70 |       -396 |
| C++          |        195 |       -754 |      1,925 |       -151 |      1,020 |
| YAML         |         32 |     -1,274 |        -14 |       -141 |     -1,429 |
+--------------+------------+------------+------------+------------+------------+

Directories
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                       | files      | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                          |        352 |      3,136 |      1,919 |        975 |      6,030 |
| . (Files)                                                                                                                  |          2 |      1,412 |          0 |        340 |      1,752 |
| ..                                                                                                                         |        210 |    -57,810 |     -8,250 |    -11,723 |    -77,783 |
| ../Knot                                                                                                                    |        210 |    -57,810 |     -8,250 |    -11,723 |    -77,783 |
| ../Knot (Files)                                                                                                            |          2 |     -1,383 |          0 |       -334 |     -1,717 |
| ../Knot/.augment                                                                                                           |          1 |        -87 |          0 |        -28 |       -115 |
| ../Knot/.augment/rules                                                                                                     |          1 |        -87 |          0 |        -28 |       -115 |
| ../Knot/.claude                                                                                                            |          1 |        -21 |          0 |         -1 |        -22 |
| ../Knot/backend-service                                                                                                    |        198 |    -56,167 |     -8,250 |    -11,330 |    -75,747 |
| ../Knot/backend-service (Files)                                                                                            |          3 |       -697 |        -14 |       -146 |       -857 |
| ../Knot/backend-service/.augment                                                                                           |          1 |        -85 |          0 |        -27 |       -112 |
| ../Knot/backend-service/.augment/rules                                                                                     |          1 |        -85 |          0 |        -27 |       -112 |
| ../Knot/backend-service/config                                                                                             |          6 |       -416 |        -95 |        -96 |       -607 |
| ../Knot/backend-service/deploy-static                                                                                      |          4 |       -882 |        -55 |       -261 |     -1,198 |
| ../Knot/backend-service/deploy-static (Files)                                                                              |          3 |       -727 |        -55 |       -194 |       -976 |
| ../Knot/backend-service/deploy-static/build                                                                                |          1 |       -155 |          0 |        -67 |       -222 |
| ../Knot/backend-service/deploy-static/build/knot-deploy-20251010-143813                                                    |          1 |       -155 |          0 |        -67 |       -222 |
| ../Knot/backend-service/deploy-static/build/knot-deploy-20251010-143813/docs                                               |          1 |       -155 |          0 |        -67 |       -222 |
| ../Knot/backend-service/deploy-static/build/knot-deploy-20251010-143813/docs/api                                           |          1 |       -155 |          0 |        -67 |       -222 |
| ../Knot/backend-service/docs                                                                                               |          8 |     -2,538 |        -19 |       -298 |     -2,855 |
| ../Knot/backend-service/docs (Files)                                                                                       |          3 |       -536 |        -11 |       -170 |       -717 |
| ../Knot/backend-service/docs/api                                                                                           |          5 |     -2,002 |         -8 |       -128 |     -2,138 |
| ../Knot/backend-service/project_document                                                                                   |         15 |     -9,703 |          0 |     -2,588 |    -12,291 |
| ../Knot/backend-service/src                                                                                                |         58 |     -6,386 |     -2,841 |     -1,976 |    -11,203 |
| ../Knot/backend-service/src (Files)                                                                                        |          1 |        -94 |        -36 |        -28 |       -158 |
| ../Knot/backend-service/src/api                                                                                            |         12 |     -1,370 |       -665 |       -424 |     -2,459 |
| ../Knot/backend-service/src/database                                                                                       |         18 |     -3,056 |     -1,157 |       -956 |     -5,169 |
| ../Knot/backend-service/src/models                                                                                         |         12 |       -789 |       -370 |       -240 |     -1,399 |
| ../Knot/backend-service/src/security                                                                                       |          4 |       -256 |       -172 |        -84 |       -512 |
| ../Knot/backend-service/src/server                                                                                         |          2 |       -209 |        -87 |        -73 |       -369 |
| ../Knot/backend-service/src/utils                                                                                          |          9 |       -612 |       -354 |       -171 |     -1,137 |
| ../Knot/backend-service/test                                                                                               |          2 |        -58 |         -9 |        -22 |        -89 |
| ../Knot/backend-service/third_party                                                                                        |        101 |    -35,402 |     -5,217 |     -5,916 |    -46,535 |
| ../Knot/backend-service/third_party (Files)                                                                                |          4 |    -24,866 |     -3,102 |     -4,289 |    -32,257 |
| ../Knot/backend-service/third_party/jwt-cpp                                                                                |         97 |    -10,536 |     -2,115 |     -1,627 |    -14,278 |
| ../Knot/backend-service/third_party/jwt-cpp (Files)                                                                        |          3 |       -279 |          0 |        -79 |       -358 |
| ../Knot/backend-service/third_party/jwt-cpp/.github                                                                        |         30 |     -1,303 |        -14 |       -150 |     -1,467 |
| ../Knot/backend-service/third_party/jwt-cpp/.github (Files)                                                                |          3 |        -31 |          0 |        -10 |        -41 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/ISSUE_TEMPLATE                                                         |          3 |       -122 |         -1 |         -4 |       -127 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions                                                                |         15 |       -382 |         -8 |        -25 |       -415 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/badge                                                          |          2 |        -55 |          0 |         -2 |        -57 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/badge (Files)                                                  |          1 |        -31 |          0 |         -1 |        -32 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/badge/write                                                    |          1 |        -24 |          0 |         -1 |        -25 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install                                                        |         10 |       -204 |         -4 |        -10 |       -218 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/boost-json                                             |          1 |        -17 |          0 |         -1 |        -18 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/cmake                                                  |          1 |        -36 |         -3 |         -1 |        -40 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/danielaparker-jsoncons                                 |          1 |        -18 |          0 |         -1 |        -19 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/gtest                                                  |          1 |        -15 |          0 |         -1 |        -16 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/kazuho-picojson                                        |          1 |        -17 |          0 |         -1 |        -18 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/libressl                                               |          1 |        -19 |          0 |         -1 |        -20 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/nlohmann-json                                          |          1 |        -18 |          0 |         -1 |        -19 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/open-source-parsers-jsoncpp                            |          1 |        -21 |         -1 |         -1 |        -23 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/openssl                                                |          1 |        -21 |          0 |         -1 |        -22 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/install/wolfssl                                                |          1 |        -22 |          0 |         -1 |        -23 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/process-linting-results                                        |          1 |        -21 |         -4 |         -2 |        -27 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/render                                                         |          2 |       -102 |          0 |        -11 |       -113 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/render/defaults                                                |          1 |        -61 |          0 |         -7 |        -68 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/actions/render/tests                                                   |          1 |        -41 |          0 |         -4 |        -45 |
| ../Knot/backend-service/third_party/jwt-cpp/.github/workflows                                                              |          9 |       -768 |         -5 |       -111 |       -884 |
| ../Knot/backend-service/third_party/jwt-cpp/cmake                                                                          |          1 |        -48 |          0 |          0 |        -48 |
| ../Knot/backend-service/third_party/jwt-cpp/docs                                                                           |          7 |       -283 |          0 |       -102 |       -385 |
| ../Knot/backend-service/third_party/jwt-cpp/example                                                                        |         16 |       -639 |        -26 |       -124 |       -789 |
| ../Knot/backend-service/third_party/jwt-cpp/example (Files)                                                                |          9 |       -407 |        -25 |        -68 |       -500 |
| ../Knot/backend-service/third_party/jwt-cpp/example/traits                                                                 |          7 |       -232 |         -1 |        -56 |       -289 |
| ../Knot/backend-service/third_party/jwt-cpp/include                                                                        |         13 |     -4,279 |     -2,029 |       -594 |     -6,902 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp                                                                |         12 |     -3,199 |     -1,996 |       -506 |     -5,701 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp (Files)                                                        |          2 |     -2,557 |     -1,727 |       -330 |     -4,614 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits                                                         |         10 |       -642 |       -269 |       -176 |     -1,087 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/boost-json                                              |          2 |        -96 |        -53 |        -28 |       -177 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/danielaparker-jsoncons                                  |          2 |       -214 |        -56 |        -62 |       -332 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/kazuho-picojson                                         |          2 |        -91 |        -52 |        -26 |       -169 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/nlohmann-json                                           |          2 |        -94 |        -53 |        -27 |       -174 |
| ../Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/open-source-parsers-jsoncpp                             |          2 |       -147 |        -55 |        -33 |       -235 |
| ../Knot/backend-service/third_party/jwt-cpp/include/picojson                                                               |          1 |     -1,080 |        -33 |        -88 |     -1,201 |
| ../Knot/backend-service/third_party/jwt-cpp/nuget                                                                          |          2 |        -37 |          0 |         -1 |        -38 |
| ../Knot/backend-service/third_party/jwt-cpp/tests                                                                          |         25 |     -3,668 |        -46 |       -577 |     -4,291 |
| ../Knot/backend-service/third_party/jwt-cpp/tests (Files)                                                                  |         11 |     -3,080 |        -39 |       -443 |     -3,562 |
| ../Knot/backend-service/third_party/jwt-cpp/tests/cmake                                                                    |          6 |        -50 |         -1 |        -21 |        -72 |
| ../Knot/backend-service/third_party/jwt-cpp/tests/fuzz                                                                     |          4 |        -54 |         -6 |        -17 |        -77 |
| ../Knot/backend-service/third_party/jwt-cpp/tests/traits                                                                   |          4 |       -484 |          0 |        -96 |       -580 |
| ../Knot/entry                                                                                                              |          7 |        -67 |          0 |         -3 |        -70 |
| ../Knot/entry/src                                                                                                          |          7 |        -67 |          0 |         -3 |        -70 |
| ../Knot/entry/src/main                                                                                                     |          7 |        -67 |          0 |         -3 |        -70 |
| ../Knot/entry/src/main/resources                                                                                           |          7 |        -67 |          0 |         -3 |        -70 |
| ../Knot/entry/src/main/resources/base                                                                                      |          6 |        -59 |          0 |         -3 |        -62 |
| ../Knot/entry/src/main/resources/base/element                                                                              |          3 |        -44 |          0 |         -2 |        -46 |
| ../Knot/entry/src/main/resources/base/media                                                                                |          1 |         -7 |          0 |          0 |         -7 |
| ../Knot/entry/src/main/resources/base/profile                                                                              |          2 |         -8 |          0 |         -1 |         -9 |
| ../Knot/entry/src/main/resources/dark                                                                                      |          1 |         -8 |          0 |          0 |         -8 |
| ../Knot/entry/src/main/resources/dark/element                                                                              |          1 |         -8 |          0 |          0 |         -8 |
| ../Knot/rules                                                                                                              |          1 |        -85 |          0 |        -27 |       -112 |
| .augment                                                                                                                   |          1 |         87 |          0 |         28 |        115 |
| .augment/rules                                                                                                             |          1 |         87 |          0 |         28 |        115 |
| .claude                                                                                                                    |          1 |         28 |          0 |          1 |         29 |
| backend-service                                                                                                            |        130 |     59,267 |     10,169 |     12,299 |     81,735 |
| backend-service (Files)                                                                                                    |          3 |        697 |         14 |        146 |        857 |
| backend-service/.augment                                                                                                   |          1 |         85 |          0 |         27 |        112 |
| backend-service/.augment/rules                                                                                             |          1 |         85 |          0 |         27 |        112 |
| backend-service/config                                                                                                     |          6 |        416 |         95 |         96 |        607 |
| backend-service/deploy-static                                                                                              |          3 |        727 |         55 |        194 |        976 |
| backend-service/docs                                                                                                       |          8 |      2,538 |         19 |        298 |      2,855 |
| backend-service/docs (Files)                                                                                               |          3 |        536 |         11 |        170 |        717 |
| backend-service/docs/api                                                                                                   |          5 |      2,002 |          8 |        128 |      2,138 |
| backend-service/include                                                                                                    |         25 |      7,478 |      4,025 |      1,100 |     12,603 |
| backend-service/include (Files)                                                                                            |          2 |      2,557 |      1,727 |        330 |      4,614 |
| backend-service/include/jwt-cpp                                                                                            |         12 |      3,199 |      1,996 |        506 |      5,701 |
| backend-service/include/jwt-cpp (Files)                                                                                    |          2 |      2,557 |      1,727 |        330 |      4,614 |
| backend-service/include/jwt-cpp/traits                                                                                     |         10 |        642 |        269 |        176 |      1,087 |
| backend-service/include/jwt-cpp/traits/boost-json                                                                          |          2 |         96 |         53 |         28 |        177 |
| backend-service/include/jwt-cpp/traits/danielaparker-jsoncons                                                              |          2 |        214 |         56 |         62 |        332 |
| backend-service/include/jwt-cpp/traits/kazuho-picojson                                                                     |          2 |         91 |         52 |         26 |        169 |
| backend-service/include/jwt-cpp/traits/nlohmann-json                                                                       |          2 |         94 |         53 |         27 |        174 |
| backend-service/include/jwt-cpp/traits/open-source-parsers-jsoncpp                                                         |          2 |        147 |         55 |         33 |        235 |
| backend-service/include/picojson                                                                                           |          1 |      1,080 |         33 |         88 |      1,201 |
| backend-service/include/traits                                                                                             |         10 |        642 |        269 |        176 |      1,087 |
| backend-service/include/traits/boost-json                                                                                  |          2 |         96 |         53 |         28 |        177 |
| backend-service/include/traits/danielaparker-jsoncons                                                                      |          2 |        214 |         56 |         62 |        332 |
| backend-service/include/traits/kazuho-picojson                                                                             |          2 |         91 |         52 |         26 |        169 |
| backend-service/include/traits/nlohmann-json                                                                               |          2 |         94 |         53 |         27 |        174 |
| backend-service/include/traits/open-source-parsers-jsoncpp                                                                 |          2 |        147 |         55 |         33 |        235 |
| backend-service/project_document                                                                                           |         20 |     16,002 |          8 |      4,149 |     20,159 |
| backend-service/src                                                                                                        |         58 |      6,400 |      2,842 |      1,978 |     11,220 |
| backend-service/src (Files)                                                                                                |          1 |         94 |         36 |         28 |        158 |
| backend-service/src/api                                                                                                    |         12 |      1,370 |        665 |        424 |      2,459 |
| backend-service/src/database                                                                                               |         18 |      3,056 |      1,157 |        956 |      5,169 |
| backend-service/src/models                                                                                                 |         12 |        789 |        370 |        240 |      1,399 |
| backend-service/src/security                                                                                               |          4 |        270 |        173 |         86 |        529 |
| backend-service/src/server                                                                                                 |          2 |        209 |         87 |         73 |        369 |
| backend-service/src/utils                                                                                                  |          9 |        612 |        354 |        171 |      1,137 |
| backend-service/test                                                                                                       |          2 |         58 |          9 |         22 |         89 |
| backend-service/third_party                                                                                                |          4 |     24,866 |      3,102 |      4,289 |     32,257 |
| entry                                                                                                                      |          7 |         67 |          0 |          3 |         70 |
| entry/src                                                                                                                  |          7 |         67 |          0 |          3 |         70 |
| entry/src/main                                                                                                             |          7 |         67 |          0 |          3 |         70 |
| entry/src/main/resources                                                                                                   |          7 |         67 |          0 |          3 |         70 |
| entry/src/main/resources/base                                                                                              |          6 |         59 |          0 |          3 |         62 |
| entry/src/main/resources/base/element                                                                                      |          3 |         44 |          0 |          2 |         46 |
| entry/src/main/resources/base/media                                                                                        |          1 |          7 |          0 |          0 |          7 |
| entry/src/main/resources/base/profile                                                                                      |          2 |          8 |          0 |          1 |          9 |
| entry/src/main/resources/dark                                                                                              |          1 |          8 |          0 |          0 |          8 |
| entry/src/main/resources/dark/element                                                                                      |          1 |          8 |          0 |          0 |          8 |
| rules                                                                                                                      |          1 |         85 |          0 |         27 |        112 |
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| filename                                                                                                                   | language     | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| /home/kun/projects/Knot/.augment/rules/rules.md                                                                            | Markdown     |        -87 |          0 |        -28 |       -115 |
| /home/kun/projects/Knot/.claude/settings.local.json                                                                        | JSON         |        -21 |          0 |         -1 |        -22 |
| /home/kun/projects/Knot/CLAUDE.md                                                                                          | Markdown     |       -457 |          0 |       -146 |       -603 |
| /home/kun/projects/Knot/backend-service/.augment/rules/rules.md                                                            | Markdown     |        -85 |          0 |        -27 |       -112 |
| /home/kun/projects/Knot/backend-service/CMakeLists.txt                                                                     | CMake        |       -102 |          0 |        -22 |       -124 |
| /home/kun/projects/Knot/backend-service/README.md                                                                          | Markdown     |       -537 |          0 |       -108 |       -645 |
| /home/kun/projects/Knot/backend-service/config/config.cloud.json                                                           | JSON         |        -56 |          0 |         -2 |        -58 |
| /home/kun/projects/Knot/backend-service/config/config.example.json                                                         | JSON         |        -56 |          0 |         -2 |        -58 |
| /home/kun/projects/Knot/backend-service/config/database.sql                                                                | MS SQL       |       -134 |        -30 |        -30 |       -194 |
| /home/kun/projects/Knot/backend-service/config/migration_add_user_profile_fields.sql                                       | MS SQL       |         -5 |         -5 |         -5 |        -15 |
| /home/kun/projects/Knot/backend-service/config/migration_to_posts.sql                                                      | MS SQL       |       -160 |        -53 |        -50 |       -263 |
| /home/kun/projects/Knot/backend-service/config/setup_remote_access.sql                                                     | MS SQL       |         -5 |         -7 |         -7 |        -19 |
| /home/kun/projects/Knot/backend-service/deploy-static/CMakeLists.txt                                                       | CMake        |       -168 |          0 |        -32 |       -200 |
| /home/kun/projects/Knot/backend-service/deploy-static/README.md                                                            | Markdown     |       -358 |          0 |       -107 |       -465 |
| /home/kun/projects/Knot/backend-service/deploy-static/build.sh                                                             | Shell Script |       -201 |        -55 |        -55 |       -311 |
| /home/kun/projects/Knot/backend-service/deploy-static/build/knot-deploy-20251010-143813/docs/api/README.md                 | Markdown     |       -155 |          0 |        -67 |       -222 |
| /home/kun/projects/Knot/backend-service/docs/NETWORK-ACCESS.md                                                             | Markdown     |       -226 |          0 |        -73 |       -299 |
| /home/kun/projects/Knot/backend-service/docs/README.md                                                                     | Markdown     |       -185 |          0 |        -79 |       -264 |
| /home/kun/projects/Knot/backend-service/docs/api/README.md                                                                 | Markdown     |       -155 |          0 |        -67 |       -222 |
| /home/kun/projects/Knot/backend-service/docs/api/api-docs.html                                                             | HTML         |        -55 |          0 |         -4 |        -59 |
| /home/kun/projects/Knot/backend-service/docs/api/docker-compose-swagger.yml                                                | YAML         |        -14 |          0 |         -3 |        -17 |
| /home/kun/projects/Knot/backend-service/docs/api/openapi.yaml                                                              | YAML         |     -1,762 |         -3 |        -47 |     -1,812 |
| /home/kun/projects/Knot/backend-service/docs/api/start-api-docs.sh                                                         | Shell Script |        -16 |         -5 |         -7 |        -28 |
| /home/kun/projects/Knot/backend-service/docs/check-network-access.sh                                                       | Shell Script |       -125 |        -11 |        -18 |       -154 |
| /home/kun/projects/Knot/backend-service/project_document/README.md                                                         | Markdown     |       -447 |          0 |       -147 |       -594 |
| /home/kun/projects/Knot/backend-service/project_document/[000]API文档.md                                                     | Markdown     |     -1,443 |          0 |       -370 |     -1,813 |
| /home/kun/projects/Knot/backend-service/project_document/[001]数据库设计文档.md                                                   | Markdown     |       -341 |          0 |        -92 |       -433 |
| /home/kun/projects/Knot/backend-service/project_document/[002]项目架构文档.md                                                    | Markdown     |       -415 |          0 |       -108 |       -523 |
| /home/kun/projects/Knot/backend-service/project_document/[003]环境安装配置教程.md                                                  | Markdown     |       -277 |          0 |        -70 |       -347 |
| /home/kun/projects/Knot/backend-service/project_document/[100]阶段A-基础模块实现.md                                                | Markdown     |     -1,226 |          0 |       -279 |     -1,505 |
| /home/kun/projects/Knot/backend-service/project_document/[101]阶段B-用户认证模块.md                                                | Markdown     |       -689 |          0 |       -155 |       -844 |
| /home/kun/projects/Knot/backend-service/project_document/[102]阶段C-图片管理模块.md                                                | Markdown     |       -572 |          0 |       -149 |       -721 |
| /home/kun/projects/Knot/backend-service/project_document/[103]阶段C-1-图片管理模块第一次测试情况.md                                       | Markdown     |       -381 |          0 |       -106 |       -487 |
