Date : 2025-10-09 16:39:15
Directory : /home/kun/projects/Knot
Total : 195 files,  53059 codes, 7721 comments, 10474 blanks, all 71254 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| backend-service/test                                                                                                       |          2 |         58 |          9 |         22 |         89 |
| backend-service/third_party                                                                                                |        101 |     35,402 |      5,217 |      5,916 |     46,535 |
| backend-service/third_party (Files)                                                                                        |          4 |     24,866 |      3,102 |      4,289 |     32,257 |
| backend-service/third_party/jwt-cpp                                                                                        |         97 |     10,536 |      2,115 |      1,627 |     14,278 |
| backend-service/third_party/jwt-cpp (Files)                                                                                |          3 |        279 |          0 |         79 |        358 |
| backend-service/third_party/jwt-cpp/.github                                                                                |         30 |      1,303 |         14 |        150 |      1,467 |
| backend-service/third_party/jwt-cpp/.github (Files)                                                                        |          3 |         31 |          0 |         10 |         41 |
| backend-service/third_party/jwt-cpp/.github/ISSUE_TEMPLATE                                                                 |          3 |        122 |          1 |          4 |        127 |
| backend-service/third_party/jwt-cpp/.github/actions                                                                        |         15 |        382 |          8 |         25 |        415 |
| backend-service/third_party/jwt-cpp/.github/actions/badge                                                                  |          2 |         55 |          0 |          2 |         57 |
| backend-service/third_party/jwt-cpp/.github/actions/badge (Files)                                                          |          1 |         31 |          0 |          1 |         32 |
| backend-service/third_party/jwt-cpp/.github/actions/badge/write                                                            |          1 |         24 |          0 |          1 |         25 |
| backend-service/third_party/jwt-cpp/.github/actions/install                                                                |         10 |        204 |          4 |         10 |        218 |
| backend-service/third_party/jwt-cpp/.github/actions/install/boost-json                                                     |          1 |         17 |          0 |          1 |         18 |
| backend-service/third_party/jwt-cpp/.github/actions/install/cmake                                                          |          1 |         36 |          3 |          1 |         40 |
| backend-service/third_party/jwt-cpp/.github/actions/install/danielaparker-jsoncons                                         |          1 |         18 |          0 |          1 |         19 |
| backend-service/third_party/jwt-cpp/.github/actions/install/gtest                                                          |          1 |         15 |          0 |          1 |         16 |
| backend-service/third_party/jwt-cpp/.github/actions/install/kazuho-picojson                                                |          1 |         17 |          0 |          1 |         18 |
| backend-service/third_party/jwt-cpp/.github/actions/install/libressl                                                       |          1 |         19 |          0 |          1 |         20 |
| backend-service/third_party/jwt-cpp/.github/actions/install/nlohmann-json                                                  |          1 |         18 |          0 |          1 |         19 |
| backend-service/third_party/jwt-cpp/.github/actions/install/open-source-parsers-jsoncpp                                    |          1 |         21 |          1 |          1 |         23 |
| backend-service/third_party/jwt-cpp/.github/actions/install/openssl                                                        |          1 |         21 |          0 |          1 |         22 |
| backend-service/third_party/jwt-cpp/.github/actions/install/wolfssl                                                        |          1 |         22 |          0 |          1 |         23 |
| backend-service/third_party/jwt-cpp/.github/actions/process-linting-results                                                |          1 |         21 |          4 |          2 |         27 |
| backend-service/third_party/jwt-cpp/.github/actions/render                                                                 |          2 |        102 |          0 |         11 |        113 |
| backend-service/third_party/jwt-cpp/.github/actions/render/defaults                                                        |          1 |         61 |          0 |          7 |         68 |
| backend-service/third_party/jwt-cpp/.github/actions/render/tests                                                           |          1 |         41 |          0 |          4 |         45 |
| backend-service/third_party/jwt-cpp/.github/workflows                                                                      |          9 |        768 |          5 |        111 |        884 |
| backend-service/third_party/jwt-cpp/cmake                                                                                  |          1 |         48 |          0 |          0 |         48 |
| backend-service/third_party/jwt-cpp/docs                                                                                   |          7 |        283 |          0 |        102 |        385 |
| backend-service/third_party/jwt-cpp/example                                                                                |         16 |        639 |         26 |        124 |        789 |
| backend-service/third_party/jwt-cpp/example (Files)                                                                        |          9 |        407 |         25 |         68 |        500 |
| backend-service/third_party/jwt-cpp/example/traits                                                                         |          7 |        232 |          1 |         56 |        289 |
| backend-service/third_party/jwt-cpp/include                                                                                |         13 |      4,279 |      2,029 |        594 |      6,902 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp                                                                        |         12 |      3,199 |      1,996 |        506 |      5,701 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp (Files)                                                                |          2 |      2,557 |      1,727 |        330 |      4,614 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp/traits                                                                 |         10 |        642 |        269 |        176 |      1,087 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/boost-json                                                      |          2 |         96 |         53 |         28 |        177 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/danielaparker-jsoncons                                          |          2 |        214 |         56 |         62 |        332 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/kazuho-picojson                                                 |          2 |         91 |         52 |         26 |        169 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/nlohmann-json                                                   |          2 |         94 |         53 |         27 |        174 |
| backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/open-source-parsers-jsoncpp                                     |          2 |        147 |         55 |         33 |        235 |
| backend-service/third_party/jwt-cpp/include/picojson                                                                       |          1 |      1,080 |         33 |         88 |      1,201 |
| backend-service/third_party/jwt-cpp/nuget                                                                                  |          2 |         37 |          0 |          1 |         38 |
| backend-service/third_party/jwt-cpp/tests                                                                                  |         25 |      3,668 |         46 |        577 |      4,291 |
| backend-service/third_party/jwt-cpp/tests (Files)                                                                          |         11 |      3,080 |         39 |        443 |      3,562 |
| backend-service/third_party/jwt-cpp/tests/cmake                                                                            |          6 |         50 |          1 |         21 |         72 |
| backend-service/third_party/jwt-cpp/tests/fuzz                                                                             |          4 |         54 |          6 |         17 |         77 |
| backend-service/third_party/jwt-cpp/tests/traits                                                                           |          4 |        484 |          0 |         96 |        580 |
| entry                                                                                                                      |          7 |         67 |          0 |          3 |         70 |
| entry/src                                                                                                                  |          7 |         67 |          0 |          3 |         70 |
| entry/src/main                                                                                                             |          7 |         67 |          0 |          3 |         70 |
| entry/src/main/resources                                                                                                   |          7 |         67 |          0 |          3 |         70 |
| entry/src/main/resources/base                                                                                              |          6 |         59 |          0 |          3 |         62 |
| entry/src/main/resources/base/element                                                                                      |          3 |         44 |          0 |          2 |         46 |
| entry/src/main/resources/base/media                                                                                        |          1 |          7 |          0 |          0 |          7 |
| entry/src/main/resources/base/profile                                                                                      |          2 |          8 |          0 |          1 |          9 |
| entry/src/main/resources/dark                                                                                              |          1 |          8 |          0 |          0 |          8 |
| entry/src/main/resources/dark/element                                                                                      |          1 |          8 |          0 |          0 |          8 |
| rules                                                                                                                      |          1 |         85 |          0 |         27 |        112 |
+----------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| filename                                                                                                                   | language     | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| /home/kun/projects/Knot/.augment/rules/rules.md                                                                            | Markdown     |         87 |          0 |         28 |        115 |
| /home/kun/projects/Knot/.claude/settings.local.json                                                                        | JSON         |         21 |          0 |          1 |         22 |
| /home/kun/projects/Knot/CLAUDE.md                                                                                          | Markdown     |        230 |          0 |         83 |        313 |
| /home/kun/projects/Knot/backend-service/.augment/rules/rules.md                                                            | Markdown     |         85 |          0 |         27 |        112 |
| /home/kun/projects/Knot/backend-service/CMakeLists.txt                                                                     | CMake        |        102 |          0 |         22 |        124 |
| /home/kun/projects/Knot/backend-service/README.md                                                                          | Markdown     |        520 |          0 |        109 |        629 |
| /home/kun/projects/Knot/backend-service/config/config.cloud.json                                                           | JSON         |         56 |          0 |          2 |         58 |
| /home/kun/projects/Knot/backend-service/config/config.example.json                                                         | JSON         |         56 |          0 |          2 |         58 |
| /home/kun/projects/Knot/backend-service/config/database.sql                                                                | MS SQL       |         87 |         19 |         19 |        125 |
| /home/kun/projects/Knot/backend-service/config/migration_to_posts.sql                                                      | MS SQL       |        160 |         53 |         50 |        263 |
| /home/kun/projects/Knot/backend-service/config/setup_remote_access.sql                                                     | MS SQL       |          5 |          7 |          7 |         19 |
| /home/kun/projects/Knot/backend-service/deploy-static/CMakeLists.txt                                                       | CMake        |        168 |          0 |         32 |        200 |
| /home/kun/projects/Knot/backend-service/deploy-static/README.md                                                            | Markdown     |        358 |          0 |        107 |        465 |
| /home/kun/projects/Knot/backend-service/deploy-static/build.sh                                                             | Shell Script |        201 |         55 |         55 |        311 |
| /home/kun/projects/Knot/backend-service/deploy-static/build/knot-deploy-20251009-111050/docs/api/README.md                 | Markdown     |        155 |          0 |         67 |        222 |
| /home/kun/projects/Knot/backend-service/docs/NETWORK-ACCESS.md                                                             | Markdown     |        226 |          0 |         73 |        299 |
| /home/kun/projects/Knot/backend-service/docs/README.md                                                                     | Markdown     |        185 |          0 |         79 |        264 |
| /home/kun/projects/Knot/backend-service/docs/api/README.md                                                                 | Markdown     |        155 |          0 |         67 |        222 |
| /home/kun/projects/Knot/backend-service/docs/api/api-docs.html                                                             | HTML         |         55 |          0 |          4 |         59 |
| /home/kun/projects/Knot/backend-service/docs/api/docker-compose-swagger.yml                                                | YAML         |         14 |          0 |          3 |         17 |
| /home/kun/projects/Knot/backend-service/docs/api/openapi.yaml                                                              | YAML         |      1,527 |          3 |         41 |      1,571 |
| /home/kun/projects/Knot/backend-service/docs/api/start-api-docs.sh                                                         | Shell Script |         16 |          5 |          7 |         28 |
| /home/kun/projects/Knot/backend-service/docs/check-network-access.sh                                                       | Shell Script |        125 |         11 |         18 |        154 |
| /home/kun/projects/Knot/backend-service/project_document/README.md                                                         | Markdown     |        515 |          0 |        159 |        674 |
| /home/kun/projects/Knot/backend-service/project_document/[000]API文档.md                                                     | Markdown     |      1,173 |          0 |        316 |      1,489 |
| /home/kun/projects/Knot/backend-service/project_document/[001]数据库设计文档.md                                                   | Markdown     |        341 |          0 |         92 |        433 |
| /home/kun/projects/Knot/backend-service/project_document/[002]项目架构文档.md                                                    | Markdown     |        404 |          0 |        108 |        512 |
| /home/kun/projects/Knot/backend-service/project_document/[003]环境安装配置教程.md                                                  | Markdown     |        276 |          0 |         70 |        346 |
| /home/kun/projects/Knot/backend-service/project_document/[100]阶段A-基础模块实现.md                                                | Markdown     |      1,226 |          0 |        279 |      1,505 |
| /home/kun/projects/Knot/backend-service/project_document/[101]阶段B-用户认证模块.md                                                | Markdown     |        574 |          0 |        132 |        706 |
| /home/kun/projects/Knot/backend-service/project_document/[102]阶段C-图片管理模块.md                                                | Markdown     |        572 |          0 |        149 |        721 |
| /home/kun/projects/Knot/backend-service/project_document/[103]阶段C-1-图片管理模块第一次测试情况.md                                       | Markdown     |        381 |          0 |        106 |        487 |
| /home/kun/projects/Knot/backend-service/project_document/[104]Apifox测试流程-BUG修复验证.md                                        | Markdown     |        388 |          0 |         96 |        484 |
| /home/kun/projects/Knot/backend-service/project_document/[105]阶段C-2-多图片帖子系统.md                                             | Markdown     |        229 |          0 |        102 |        331 |
| /home/kun/projects/Knot/backend-service/project_document/[200]数据库设计文档.md                                                   | Markdown     |        353 |          0 |        120 |        473 |
| /home/kun/projects/Knot/backend-service/project_document/[201]性能优化专题.md                                                    | Markdown     |        412 |          0 |        127 |        539 |
| /home/kun/projects/Knot/backend-service/src/api/auth_handler.cpp                                                           | C++          |        183 |         46 |         54 |        283 |
| /home/kun/projects/Knot/backend-service/src/api/auth_handler.h                                                             | C++          |         25 |         69 |         17 |        111 |
| /home/kun/projects/Knot/backend-service/src/api/base_handler.cpp                                                           | C++          |        102 |         18 |         25 |        145 |
| /home/kun/projects/Knot/backend-service/src/api/base_handler.h                                                             | C++          |         32 |         81 |         16 |        129 |
| /home/kun/projects/Knot/backend-service/src/api/image_handler.cpp                                                          | C++          |        253 |         49 |         67 |        369 |
| /home/kun/projects/Knot/backend-service/src/api/image_handler.h                                                            | C++          |         27 |         81 |         19 |        127 |
| /home/kun/projects/Knot/backend-service/src/api/post_handler.cpp                                                           | C++          |        426 |         85 |        106 |        617 |
| /home/kun/projects/Knot/backend-service/src/api/post_handler.h                                                             | C++          |         28 |         84 |         20 |        132 |
| /home/kun/projects/Knot/backend-service/src/database/connection_guard.cpp                                                  | C++          |         25 |         31 |         14 |         70 |
| /home/kun/projects/Knot/backend-service/src/database/connection_guard.h                                                    | C++          |         18 |         99 |         15 |        132 |
| /home/kun/projects/Knot/backend-service/src/database/connection_pool.cpp                                                   | C++          |        162 |         28 |         50 |        240 |
| /home/kun/projects/Knot/backend-service/src/database/connection_pool.h                                                     | C++          |         45 |         66 |         22 |        133 |
| /home/kun/projects/Knot/backend-service/src/database/image_repository.cpp                                                  | C++          |        474 |         64 |        131 |        669 |
| /home/kun/projects/Knot/backend-service/src/database/image_repository.h                                                    | C++          |         20 |         62 |         15 |         97 |
| /home/kun/projects/Knot/backend-service/src/database/mysql_statement.h                                                     | C++          |         35 |         35 |         12 |         82 |
| /home/kun/projects/Knot/backend-service/src/database/post_repository.cpp                                                   | C++          |        595 |         80 |        171 |        846 |
| /home/kun/projects/Knot/backend-service/src/database/post_repository.h                                                     | C++          |         26 |         97 |         21 |        144 |
| /home/kun/projects/Knot/backend-service/src/database/tag_repository.cpp                                                    | C++          |        269 |         30 |         79 |        378 |
| /home/kun/projects/Knot/backend-service/src/database/tag_repository.h                                                      | C++          |         19 |         61 |         14 |         94 |
| /home/kun/projects/Knot/backend-service/src/database/transaction_guard.h                                                   | C++          |         67 |         61 |         18 |        146 |
| /home/kun/projects/Knot/backend-service/src/database/user_repository.cpp                                                   | C++          |        369 |         72 |         96 |        537 |
| /home/kun/projects/Knot/backend-service/src/database/user_repository.h                                                     | C++          |         22 |         94 |         18 |        134 |
| /home/kun/projects/Knot/backend-service/src/main.cpp                                                                       | C++          |         94 |         36 |         28 |        158 |
| /home/kun/projects/Knot/backend-service/src/models/image.cpp                                                               | C++          |         89 |         16 |         29 |        134 |
| /home/kun/projects/Knot/backend-service/src/models/image.h                                                                 | C++          |         53 |         40 |         13 |        106 |
| /home/kun/projects/Knot/backend-service/src/models/post.cpp                                                                | C++          |        140 |         24 |         37 |        201 |
| /home/kun/projects/Knot/backend-service/src/models/post.h                                                                  | C++          |         66 |         68 |         20 |        154 |
| /home/kun/projects/Knot/backend-service/src/models/tag.cpp                                                                 | C++          |         40 |         12 |         17 |         69 |
| /home/kun/projects/Knot/backend-service/src/models/tag.h                                                                   | C++          |         27 |         38 |         14 |         79 |
| /home/kun/projects/Knot/backend-service/src/models/user.cpp                                                                | C++          |        157 |         22 |         40 |        219 |
| /home/kun/projects/Knot/backend-service/src/models/user.h                                                                  | C++          |         70 |         68 |         19 |        157 |
| /home/kun/projects/Knot/backend-service/src/security/jwt_manager.cpp                                                       | C++          |        104 |         24 |         28 |        156 |
| /home/kun/projects/Knot/backend-service/src/security/jwt_manager.h                                                         | C++          |         18 |         64 |         12 |         94 |
| /home/kun/projects/Knot/backend-service/src/security/password_hasher.cpp                                                   | C++          |        118 |         28 |         34 |        180 |
| /home/kun/projects/Knot/backend-service/src/security/password_hasher.h                                                     | C++          |         16 |         56 |         10 |         82 |
| /home/kun/projects/Knot/backend-service/src/server/http_server.cpp                                                         | C++          |        167 |         36 |         54 |        257 |
| /home/kun/projects/Knot/backend-service/src/server/http_server.h                                                           | C++          |         32 |         49 |         17 |         98 |
| /home/kun/projects/Knot/backend-service/src/utils/config_manager.cpp                                                       | C++          |         83 |         13 |         18 |        114 |
| /home/kun/projects/Knot/backend-service/src/utils/config_manager.h                                                         | C++          |         21 |         39 |         12 |         72 |
| /home/kun/projects/Knot/backend-service/src/utils/id_generator.cpp                                                         | C++          |         58 |         22 |         24 |        104 |
| /home/kun/projects/Knot/backend-service/src/utils/id_generator.h                                                           | C++          |         14 |         38 |          8 |         60 |
| /home/kun/projects/Knot/backend-service/src/utils/image_processor.cpp                                                      | C++          |        130 |         34 |         38 |        202 |
| /home/kun/projects/Knot/backend-service/src/utils/image_processor.h                                                        | C++          |         33 |         58 |         13 |        104 |
| /home/kun/projects/Knot/backend-service/src/utils/logger.cpp                                                               | C++          |        167 |         28 |         27 |        222 |
| /home/kun/projects/Knot/backend-service/src/utils/logger.h                                                                 | C++          |         34 |         61 |         16 |        111 |
| /home/kun/projects/Knot/backend-service/src/utils/pagination_helper.h                                                      | C++          |         72 |         61 |         15 |        148 |
| /home/kun/projects/Knot/backend-service/start-server.sh                                                                    | Shell Script |         58 |         14 |         16 |         88 |
| /home/kun/projects/Knot/backend-service/test/test_concurrent.sh                                                            | Shell Script |         49 |          7 |         15 |         71 |
| /home/kun/projects/Knot/backend-service/test/test_delete.py                                                                | Python       |          9 |          2 |          7 |         18 |
| /home/kun/projects/Knot/backend-service/third_party/httplib.h                                                              | C++          |      9,545 |        501 |      1,866 |     11,912 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/FUNDING.yml                                            | YAML         |          2 |          0 |          1 |          3 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/ISSUE_TEMPLATE/bug-report.yml                          | YAML         |         82 |          1 |          2 |         85 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/ISSUE_TEMPLATE/feature-request.yml                     | YAML         |         20 |          0 |          1 |         21 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/ISSUE_TEMPLATE/support-question.yml                    | YAML         |         20 |          0 |          1 |         21 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/badge/action.yml                               | YAML         |         31 |          0 |          1 |         32 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/badge/write/action.yml                         | YAML         |         24 |          0 |          1 |         25 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/boost-json/action.yml                  | YAML         |         17 |          0 |          1 |         18 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/cmake/action.yml                       | YAML         |         36 |          3 |          1 |         40 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/danielaparker-jsoncons/action.yml      | YAML         |         18 |          0 |          1 |         19 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/gtest/action.yml                       | YAML         |         15 |          0 |          1 |         16 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/kazuho-picojson/action.yml             | YAML         |         17 |          0 |          1 |         18 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/libressl/action.yml                    | YAML         |         19 |          0 |          1 |         20 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/nlohmann-json/action.yml               | YAML         |         18 |          0 |          1 |         19 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/open-source-parsers-jsoncpp/action.yml | YAML         |         21 |          1 |          1 |         23 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/openssl/action.yml                     | YAML         |         21 |          0 |          1 |         22 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/install/wolfssl/action.yml                     | YAML         |         22 |          0 |          1 |         23 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/process-linting-results/action.yml             | YAML         |         21 |          4 |          2 |         27 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/render/defaults/action.yml                     | YAML         |         61 |          0 |          7 |         68 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/actions/render/tests/action.yml                        | YAML         |         41 |          0 |          4 |         45 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/logo.svg                                               | XML          |         16 |          0 |          0 |         16 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/security.md                                            | Markdown     |         13 |          0 |          9 |         22 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/cmake.yml                                    | YAML         |        235 |          0 |         41 |        276 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/cross-platform.yml                           | YAML         |         27 |          0 |          7 |         34 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/documentation.yml                            | YAML         |         23 |          0 |          3 |         26 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/jwt.yml                                      | YAML         |         82 |          0 |         14 |         96 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/lint.yml                                     | YAML         |        117 |          2 |          8 |        127 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/release.yml                                  | YAML         |         35 |          2 |          8 |         45 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/ssl.yml                                      | YAML         |        101 |          0 |         13 |        114 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/targets.yml                                  | YAML         |         73 |          0 |          7 |         80 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/.github/workflows/traits.yml                                   | YAML         |         75 |          1 |         10 |         86 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/CMakeLists.txt                                                 | CMake        |        147 |          0 |         28 |        175 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/CMakePresets.json                                              | JSON         |         33 |          0 |          0 |         33 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/README.md                                                      | Markdown     |         99 |          0 |         51 |        150 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/cmake/CMakePresets.json                                        | JSON         |         48 |          0 |          0 |         48 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/CMakeLists.txt                                            | CMake        |         21 |          0 |          3 |         24 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/faqs.md                                                   | Markdown     |         48 |          0 |         27 |         75 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/install.md                                                | Markdown     |         48 |          0 |         25 |         73 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/overrides.css                                             | PostCSS      |         21 |          0 |          6 |         27 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/signing.md                                                | Markdown     |         27 |          0 |          7 |         34 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/ssl.md                                                    | Markdown     |         32 |          0 |         12 |         44 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/docs/traits.md                                                 | Markdown     |         86 |          0 |         22 |        108 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/CMakeLists.txt                                         | CMake        |         28 |          0 |         11 |         39 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/CMakePresets.json                                      | JSON         |         32 |          0 |          0 |         32 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/es256k.cpp                                             | C++          |         31 |          3 |          8 |         42 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/jwks-verify.cpp                                        | C++          |        121 |          8 |         10 |        139 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/partial-claim-verifier.cpp                             | C++          |         77 |          4 |         15 |         96 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/print-claims.cpp                                       | C++          |         10 |          1 |          3 |         14 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/private-claims.cpp                                     | C++          |         37 |          3 |         10 |         50 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/rsa-create.cpp                                         | C++          |         41 |          1 |          4 |         46 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/rsa-verify.cpp                                         | C++          |         30 |          5 |          7 |         42 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/CMakeLists.txt                                  | CMake        |         30 |          0 |          7 |         37 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/README.md                                       | Markdown     |          4 |          0 |          3 |          7 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/boost-json.cpp                                  | C++          |         42 |          1 |         10 |         53 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/danielaparker-jsoncons.cpp                      | C++          |         39 |          0 |          9 |         48 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/kazuho-picojson.cpp                             | C++          |         39 |          0 |          9 |         48 |
